Year,UNIT_MEASURE,Administrativno područje,Pol,Disabilities,Value
2013,Broj,Republika Srpska,Oba pola,Ukupno,102262
2013,Broj,Republika Srpska,M,Ukupno,46720
2013,Broj,Republika Srpska,Ž,Ukupno,55542
2013,Broj,Grad Banja Luka,Oba pola,Ukupno,13450
2013,Broj,Grad Banja Luka,M,Ukupno,6251
2013,Broj,Grad Banja Luka,Ž,Ukupno,7199
2013,Broj,Berkovići,Oba pola,Ukupno,165
2013,Broj,Berkovići,M,Ukupno,75
2013,Broj,Berkovići,Ž,Ukupno,90
2013,Broj,Grad Bijeljina,Oba pola,Ukupno,8763
2013,Broj,Grad Bijeljina,M,Ukupno,3967
2013,Broj,Grad Bijeljina,Ž,Ukupno,4796
2013,Broj,Bileća,Oba pola,Ukupno,813
2013,Broj,Bileća,M,Ukupno,339
2013,Broj,Bileća,Ž,Ukupno,474
2013,Broj,Bratunac,Oba pola,Ukupno,1534
2013,Broj,Bratunac,M,Ukupno,688
2013,Broj,Bratunac,Ž,Ukupno,846
2013,Broj,Brod,Oba pola,Ukupno,1420
2013,Broj,Brod,M,Ukupno,658
2013,Broj,Brod,Ž,Ukupno,762
2013,Broj,Višegrad,Oba pola,Ukupno,1097
2013,Broj,Višegrad,M,Ukupno,422
2013,Broj,Višegrad,Ž,Ukupno,675
2013,Broj,Vlasenica,Oba pola,Ukupno,786
2013,Broj,Vlasenica,M,Ukupno,393
2013,Broj,Vlasenica,Ž,Ukupno,393
2013,Broj,Vukosavlje,Oba pola,Ukupno,472
2013,Broj,Vukosavlje,M,Ukupno,226
2013,Broj,Vukosavlje,Ž,Ukupno,246
2013,Broj,Gacko,Oba pola,Ukupno,597
2013,Broj,Gacko,M,Ukupno,261
2013,Broj,Gacko,Ž,Ukupno,336
2013,Broj,Grad Gradiška,Oba pola,Ukupno,4427
2013,Broj,Grad Gradiška,M,Ukupno,1965
2013,Broj,Grad Gradiška,Ž,Ukupno,2462
2013,Broj,Grad Derventa,Oba pola,Ukupno,2529
2013,Broj,Grad Derventa,M,Ukupno,1153
2013,Broj,Grad Derventa,Ž,Ukupno,1376
2013,Broj,Grad Doboj,Oba pola,Ukupno,7404
2013,Broj,Grad Doboj,M,Ukupno,3292
2013,Broj,Grad Doboj,Ž,Ukupno,4112
2013,Broj,Donji Žabar,Oba pola,Ukupno,313
2013,Broj,Donji Žabar,M,Ukupno,146
2013,Broj,Donji Žabar,Ž,Ukupno,167
2013,Broj,Grad Zvornik,Oba pola,Ukupno,4328
2013,Broj,Grad Zvornik,M,Ukupno,2027
2013,Broj,Grad Zvornik,Ž,Ukupno,2301
2013,Broj,Istočna Ilidža,Oba pola,Ukupno,1025
2013,Broj,Istočna Ilidža,M,Ukupno,464
2013,Broj,Istočna Ilidža,Ž,Ukupno,561
2013,Broj,Istočni Drvar,Oba pola,Ukupno,9
2013,Broj,Istočni Drvar,M,Ukupno,5
2013,Broj,Istočni Drvar,Ž,Ukupno,4
2013,Broj,Istočni Mostar,Oba pola,Ukupno,14
2013,Broj,Istočni Mostar,M,Ukupno,4
2013,Broj,Istočni Mostar,Ž,Ukupno,10
2013,Broj,Istočni Stari Grad,Oba pola,Ukupno,100
2013,Broj,Istočni Stari Grad,M,Ukupno,42
2013,Broj,Istočni Stari Grad,Ž,Ukupno,58
2013,Broj,Istočno Novo Sarajevo,Oba pola,Ukupno,611
2013,Broj,Istočno Novo Sarajevo,M,Ukupno,276
2013,Broj,Istočno Novo Sarajevo,Ž,Ukupno,335
2013,Broj,Jezero,Oba pola,Ukupno,80
2013,Broj,Jezero,M,Ukupno,37
2013,Broj,Jezero,Ž,Ukupno,43
2013,Broj,Kalinovik,Oba pola,Ukupno,203
2013,Broj,Kalinovik,M,Ukupno,88
2013,Broj,Kalinovik,Ž,Ukupno,115
2013,Broj,Kneževo,Oba pola,Ukupno,933
2013,Broj,Kneževo,M,Ukupno,449
2013,Broj,Kneževo,Ž,Ukupno,484
2013,Broj,Kozarska Dubica,Oba pola,Ukupno,2078
2013,Broj,Kozarska Dubica,M,Ukupno,919
2013,Broj,Kozarska Dubica,Ž,Ukupno,1159
2013,Broj,Kostajnica,Oba pola,Ukupno,475
2013,Broj,Kostajnica,M,Ukupno,216
2013,Broj,Kostajnica,Ž,Ukupno,259
2013,Broj,Kotor Varoš,Oba pola,Ukupno,1857
2013,Broj,Kotor Varoš,M,Ukupno,865
2013,Broj,Kotor Varoš,Ž,Ukupno,992
2013,Broj,Krupa Na Uni,Oba pola,Ukupno,204
2013,Broj,Krupa Na Uni,M,Ukupno,93
2013,Broj,Krupa Na Uni,Ž,Ukupno,111
2013,Broj,Kupres,Oba pola,Ukupno,49
2013,Broj,Kupres,M,Ukupno,27
2013,Broj,Kupres,Ž,Ukupno,22
2013,Broj,Laktaši,Oba pola,Ukupno,2445
2013,Broj,Laktaši,M,Ukupno,1196
2013,Broj,Laktaši,Ž,Ukupno,1249
2013,Broj,Lopare,Oba pola,Ukupno,1612
2013,Broj,Lopare,M,Ukupno,791
2013,Broj,Lopare,Ž,Ukupno,821
2013,Broj,Ljubinje,Oba pola,Ukupno,197
2013,Broj,Ljubinje,M,Ukupno,84
2013,Broj,Ljubinje,Ž,Ukupno,113
2013,Broj,Milići,Oba pola,Ukupno,860
2013,Broj,Milići,M,Ukupno,392
2013,Broj,Milići,Ž,Ukupno,468
2013,Broj,Modriča,Oba pola,Ukupno,2458
2013,Broj,Modriča,M,Ukupno,1119
2013,Broj,Modriča,Ž,Ukupno,1339
2013,Broj,Mrkonjić Grad,Oba pola,Ukupno,1300
2013,Broj,Mrkonjić Grad,M,Ukupno,602
2013,Broj,Mrkonjić Grad,Ž,Ukupno,698
2013,Broj,Nevesinje,Oba pola,Ukupno,876
2013,Broj,Nevesinje,M,Ukupno,379
2013,Broj,Nevesinje,Ž,Ukupno,497
2013,Broj,Novi Grad,Oba pola,Ukupno,2687
2013,Broj,Novi Grad,M,Ukupno,1179
2013,Broj,Novi Grad,Ž,Ukupno,1508
2013,Broj,Novo Goražde,Oba pola,Ukupno,206
2013,Broj,Novo Goražde,M,Ukupno,101
2013,Broj,Novo Goražde,Ž,Ukupno,105
2013,Broj,Osmaci,Oba pola,Ukupno,513
2013,Broj,Osmaci,M,Ukupno,234
2013,Broj,Osmaci,Ž,Ukupno,279
2013,Broj,Oštra Luka,Oba pola,Ukupno,394
2013,Broj,Oštra Luka,M,Ukupno,205
2013,Broj,Oštra Luka,Ž,Ukupno,189
2013,Broj,Pale,Oba pola,Ukupno,1289
2013,Broj,Pale,M,Ukupno,594
2013,Broj,Pale,Ž,Ukupno,695
2013,Broj,Pelagićevo,Oba pola,Ukupno,688
2013,Broj,Pelagićevo,M,Ukupno,299
2013,Broj,Pelagićevo,Ž,Ukupno,389
2013,Broj,Petrovac,Oba pola,Ukupno,16
2013,Broj,Petrovac,M,Ukupno,6
2013,Broj,Petrovac,Ž,Ukupno,10
2013,Broj,Petrovo,Oba pola,Ukupno,944
2013,Broj,Petrovo,M,Ukupno,399
2013,Broj,Petrovo,Ž,Ukupno,545
2013,Broj,Grad Prijedor,Oba pola,Ukupno,7173
2013,Broj,Grad Prijedor,M,Ukupno,3333
2013,Broj,Grad Prijedor,Ž,Ukupno,3840
2013,Broj,Prnjavor,Oba pola,Ukupno,3309
2013,Broj,Prnjavor,M,Ukupno,1497
2013,Broj,Prnjavor,Ž,Ukupno,1812
2013,Broj,Ribnik,Oba pola,Ukupno,701
2013,Broj,Ribnik,M,Ukupno,323
2013,Broj,Ribnik,Ž,Ukupno,378
2013,Broj,Rogatica,Oba pola,Ukupno,1012
2013,Broj,Rogatica,M,Ukupno,464
2013,Broj,Rogatica,Ž,Ukupno,548
2013,Broj,Rudo,Oba pola,Ukupno,596
2013,Broj,Rudo,M,Ukupno,258
2013,Broj,Rudo,Ž,Ukupno,338
2013,Broj,Sokolac,Oba pola,Ukupno,944
2013,Broj,Sokolac,M,Ukupno,422
2013,Broj,Sokolac,Ž,Ukupno,522
2013,Broj,Srbac,Oba pola,Ukupno,1526
2013,Broj,Srbac,M,Ukupno,714
2013,Broj,Srbac,Ž,Ukupno,812
2013,Broj,Srebrenica,Oba pola,Ukupno,1061
2013,Broj,Srebrenica,M,Ukupno,447
2013,Broj,Srebrenica,Ž,Ukupno,614
2013,Broj,Teslić,Oba pola,Ukupno,3562
2013,Broj,Teslić,M,Ukupno,1683
2013,Broj,Teslić,Ž,Ukupno,1879
2013,Broj,Grad Trebinje,Oba pola,Ukupno,1860
2013,Broj,Grad Trebinje,M,Ukupno,823
2013,Broj,Grad Trebinje,Ž,Ukupno,1037
2013,Broj,Trnovo,Oba pola,Ukupno,171
2013,Broj,Trnovo,M,Ukupno,70
2013,Broj,Trnovo,Ž,Ukupno,101
2013,Broj,Ugljevik,Oba pola,Ukupno,1179
2013,Broj,Ugljevik,M,Ukupno,532
2013,Broj,Ugljevik,Ž,Ukupno,647
2013,Broj,Foča,Oba pola,Ukupno,1473
2013,Broj,Foča,M,Ukupno,725
2013,Broj,Foča,Ž,Ukupno,748
2013,Broj,Han Pijesak,Oba pola,Ukupno,269
2013,Broj,Han Pijesak,M,Ukupno,99
2013,Broj,Han Pijesak,Ž,Ukupno,170
2013,Broj,Čajniče,Oba pola,Ukupno,461
2013,Broj,Čajniče,M,Ukupno,208
2013,Broj,Čajniče,Ž,Ukupno,253
2013,Broj,Čelinac,Oba pola,Ukupno,1672
2013,Broj,Čelinac,M,Ukupno,800
2013,Broj,Čelinac,Ž,Ukupno,872
2013,Broj,Šamac,Oba pola,Ukupno,1634
2013,Broj,Šamac,M,Ukupno,724
2013,Broj,Šamac,Ž,Ukupno,910
2013,Broj,Šekovići,Oba pola,Ukupno,595
2013,Broj,Šekovići,M,Ukupno,279
2013,Broj,Šekovići,Ž,Ukupno,316
2013,Broj,Šipovo,Oba pola,Ukupno,843
2013,Broj,Šipovo,M,Ukupno,391
2013,Broj,Šipovo,Ž,Ukupno,452
2013,Broj,Republika Srpska,Oba pola,eyesight,43020
2013,Broj,Republika Srpska,M,eyesight,18052
2013,Broj,Republika Srpska,Ž,eyesight,24968
2013,Broj,Grad Banja Luka,Oba pola,eyesight,5370
2013,Broj,Grad Banja Luka,M,eyesight,2232
2013,Broj,Grad Banja Luka,Ž,eyesight,3138
2013,Broj,Berkovići,Oba pola,eyesight,73
2013,Broj,Berkovići,M,eyesight,33
2013,Broj,Berkovići,Ž,eyesight,40
2013,Broj,Grad Bijeljina,Oba pola,eyesight,3450
2013,Broj,Grad Bijeljina,M,eyesight,1424
2013,Broj,Grad Bijeljina,Ž,eyesight,2026
2013,Broj,Bileća,Oba pola,eyesight,375
2013,Broj,Bileća,M,eyesight,159
2013,Broj,Bileća,Ž,eyesight,216
2013,Broj,Bratunac,Oba pola,eyesight,791
2013,Broj,Bratunac,M,eyesight,328
2013,Broj,Bratunac,Ž,eyesight,463
2013,Broj,Brod,Oba pola,eyesight,596
2013,Broj,Brod,M,eyesight,252
2013,Broj,Brod,Ž,eyesight,344
2013,Broj,Višegrad,Oba pola,eyesight,409
2013,Broj,Višegrad,M,eyesight,162
2013,Broj,Višegrad,Ž,eyesight,247
2013,Broj,Vlasenica,Oba pola,eyesight,372
2013,Broj,Vlasenica,M,eyesight,171
2013,Broj,Vlasenica,Ž,eyesight,201
2013,Broj,Vukosavlje,Oba pola,eyesight,157
2013,Broj,Vukosavlje,M,eyesight,74
2013,Broj,Vukosavlje,Ž,eyesight,83
2013,Broj,Gacko,Oba pola,eyesight,245
2013,Broj,Gacko,M,eyesight,107
2013,Broj,Gacko,Ž,eyesight,138
2013,Broj,Grad Gradiška,Oba pola,eyesight,1881
2013,Broj,Grad Gradiška,M,eyesight,754
2013,Broj,Grad Gradiška,Ž,eyesight,1127
2013,Broj,Grad Derventa,Oba pola,eyesight,1172
2013,Broj,Grad Derventa,M,eyesight,476
2013,Broj,Grad Derventa,Ž,eyesight,696
2013,Broj,Grad Doboj,Oba pola,eyesight,3265
2013,Broj,Grad Doboj,M,eyesight,1332
2013,Broj,Grad Doboj,Ž,eyesight,1933
2013,Broj,Donji Žabar,Oba pola,eyesight,122
2013,Broj,Donji Žabar,M,eyesight,50
2013,Broj,Donji Žabar,Ž,eyesight,72
2013,Broj,Grad Zvornik,Oba pola,eyesight,1920
2013,Broj,Grad Zvornik,M,eyesight,842
2013,Broj,Grad Zvornik,Ž,eyesight,1078
2013,Broj,Istočna Ilidža,Oba pola,eyesight,423
2013,Broj,Istočna Ilidža,M,eyesight,183
2013,Broj,Istočna Ilidža,Ž,eyesight,240
2013,Broj,Istočni Drvar,Oba pola,eyesight,5
2013,Broj,Istočni Drvar,M,eyesight,2
2013,Broj,Istočni Drvar,Ž,eyesight,3
2013,Broj,Istočni Mostar,Oba pola,eyesight,9
2013,Broj,Istočni Mostar,M,eyesight,3
2013,Broj,Istočni Mostar,Ž,eyesight,6
2013,Broj,Istočni Stari Grad,Oba pola,eyesight,49
2013,Broj,Istočni Stari Grad,M,eyesight,22
2013,Broj,Istočni Stari Grad,Ž,eyesight,27
2013,Broj,Istočno Novo Sarajevo,Oba pola,eyesight,255
2013,Broj,Istočno Novo Sarajevo,M,eyesight,90
2013,Broj,Istočno Novo Sarajevo,Ž,eyesight,165
2013,Broj,Jezero,Oba pola,eyesight,44
2013,Broj,Jezero,M,eyesight,18
2013,Broj,Jezero,Ž,eyesight,26
2013,Broj,Kalinovik,Oba pola,eyesight,87
2013,Broj,Kalinovik,M,eyesight,35
2013,Broj,Kalinovik,Ž,eyesight,52
2013,Broj,Kneževo,Oba pola,eyesight,355
2013,Broj,Kneževo,M,eyesight,159
2013,Broj,Kneževo,Ž,eyesight,196
2013,Broj,Kozarska Dubica,Oba pola,eyesight,788
2013,Broj,Kozarska Dubica,M,eyesight,329
2013,Broj,Kozarska Dubica,Ž,eyesight,459
2013,Broj,Kostajnica,Oba pola,eyesight,226
2013,Broj,Kostajnica,M,eyesight,104
2013,Broj,Kostajnica,Ž,eyesight,122
2013,Broj,Kotor Varoš,Oba pola,eyesight,894
2013,Broj,Kotor Varoš,M,eyesight,374
2013,Broj,Kotor Varoš,Ž,eyesight,520
2013,Broj,Krupa Na Uni,Oba pola,eyesight,98
2013,Broj,Krupa Na Uni,M,eyesight,47
2013,Broj,Krupa Na Uni,Ž,eyesight,51
2013,Broj,Kupres,Oba pola,eyesight,12
2013,Broj,Kupres,M,eyesight,8
2013,Broj,Kupres,Ž,eyesight,4
2013,Broj,Laktaši,Oba pola,eyesight,1042
2013,Broj,Laktaši,M,eyesight,460
2013,Broj,Laktaši,Ž,eyesight,582
2013,Broj,Lopare,Oba pola,eyesight,691
2013,Broj,Lopare,M,eyesight,297
2013,Broj,Lopare,Ž,eyesight,394
2013,Broj,Ljubinje,Oba pola,eyesight,82
2013,Broj,Ljubinje,M,eyesight,36
2013,Broj,Ljubinje,Ž,eyesight,46
2013,Broj,Milići,Oba pola,eyesight,390
2013,Broj,Milići,M,eyesight,165
2013,Broj,Milići,Ž,eyesight,225
2013,Broj,Modriča,Oba pola,eyesight,990
2013,Broj,Modriča,M,eyesight,443
2013,Broj,Modriča,Ž,eyesight,547
2013,Broj,Mrkonjić Grad,Oba pola,eyesight,524
2013,Broj,Mrkonjić Grad,M,eyesight,227
2013,Broj,Mrkonjić Grad,Ž,eyesight,297
2013,Broj,Nevesinje,Oba pola,eyesight,401
2013,Broj,Nevesinje,M,eyesight,187
2013,Broj,Nevesinje,Ž,eyesight,214
2013,Broj,Novi Grad,Oba pola,eyesight,1236
2013,Broj,Novi Grad,M,eyesight,483
2013,Broj,Novi Grad,Ž,eyesight,753
2013,Broj,Novo Goražde,Oba pola,eyesight,86
2013,Broj,Novo Goražde,M,eyesight,35
2013,Broj,Novo Goražde,Ž,eyesight,51
2013,Broj,Osmaci,Oba pola,eyesight,243
2013,Broj,Osmaci,M,eyesight,102
2013,Broj,Osmaci,Ž,eyesight,141
2013,Broj,Oštra Luka,Oba pola,eyesight,176
2013,Broj,Oštra Luka,M,eyesight,88
2013,Broj,Oštra Luka,Ž,eyesight,88
2013,Broj,Pale,Oba pola,eyesight,492
2013,Broj,Pale,M,eyesight,213
2013,Broj,Pale,Ž,eyesight,279
2013,Broj,Pelagićevo,Oba pola,eyesight,310
2013,Broj,Pelagićevo,M,eyesight,132
2013,Broj,Pelagićevo,Ž,eyesight,178
2013,Broj,Petrovac,Oba pola,eyesight,6
2013,Broj,Petrovac,M,eyesight,2
2013,Broj,Petrovac,Ž,eyesight,4
2013,Broj,Petrovo,Oba pola,eyesight,433
2013,Broj,Petrovo,M,eyesight,178
2013,Broj,Petrovo,Ž,eyesight,255
2013,Broj,Grad Prijedor,Oba pola,eyesight,2857
2013,Broj,Grad Prijedor,M,eyesight,1209
2013,Broj,Grad Prijedor,Ž,eyesight,1648
2013,Broj,Prnjavor,Oba pola,eyesight,1364
2013,Broj,Prnjavor,M,eyesight,564
2013,Broj,Prnjavor,Ž,eyesight,800
2013,Broj,Ribnik,Oba pola,eyesight,293
2013,Broj,Ribnik,M,eyesight,137
2013,Broj,Ribnik,Ž,eyesight,156
2013,Broj,Rogatica,Oba pola,eyesight,418
2013,Broj,Rogatica,M,eyesight,174
2013,Broj,Rogatica,Ž,eyesight,244
2013,Broj,Rudo,Oba pola,eyesight,231
2013,Broj,Rudo,M,eyesight,98
2013,Broj,Rudo,Ž,eyesight,133
2013,Broj,Sokolac,Oba pola,eyesight,368
2013,Broj,Sokolac,M,eyesight,161
2013,Broj,Sokolac,Ž,eyesight,207
2013,Broj,Srbac,Oba pola,eyesight,684
2013,Broj,Srbac,M,eyesight,291
2013,Broj,Srbac,Ž,eyesight,393
2013,Broj,Srebrenica,Oba pola,eyesight,487
2013,Broj,Srebrenica,M,eyesight,176
2013,Broj,Srebrenica,Ž,eyesight,311
2013,Broj,Teslić,Oba pola,eyesight,1451
2013,Broj,Teslić,M,eyesight,633
2013,Broj,Teslić,Ž,eyesight,818
2013,Broj,Grad Trebinje,Oba pola,eyesight,736
2013,Broj,Grad Trebinje,M,eyesight,297
2013,Broj,Grad Trebinje,Ž,eyesight,439
2013,Broj,Trnovo,Oba pola,eyesight,62
2013,Broj,Trnovo,M,eyesight,25
2013,Broj,Trnovo,Ž,eyesight,37
2013,Broj,Ugljevik,Oba pola,eyesight,488
2013,Broj,Ugljevik,M,eyesight,202
2013,Broj,Ugljevik,Ž,eyesight,286
2013,Broj,Foča,Oba pola,eyesight,605
2013,Broj,Foča,M,eyesight,263
2013,Broj,Foča,Ž,eyesight,342
2013,Broj,Han Pijesak,Oba pola,eyesight,102
2013,Broj,Han Pijesak,M,eyesight,36
2013,Broj,Han Pijesak,Ž,eyesight,66
2013,Broj,Čajniče,Oba pola,eyesight,219
2013,Broj,Čajniče,M,eyesight,93
2013,Broj,Čajniče,Ž,eyesight,126
2013,Broj,Čelinac,Oba pola,eyesight,752
2013,Broj,Čelinac,M,eyesight,313
2013,Broj,Čelinac,Ž,eyesight,439
2013,Broj,Šamac,Oba pola,eyesight,679
2013,Broj,Šamac,M,eyesight,277
2013,Broj,Šamac,Ž,eyesight,402
2013,Broj,Šekovići,Oba pola,eyesight,307
2013,Broj,Šekovići,M,eyesight,130
2013,Broj,Šekovići,Ž,eyesight,177
2013,Broj,Šipovo,Oba pola,eyesight,372
2013,Broj,Šipovo,M,eyesight,155
2013,Broj,Šipovo,Ž,eyesight,217
2013,Broj,Republika Srpska,Oba pola,hearing,26055
2013,Broj,Republika Srpska,M,hearing,12971
2013,Broj,Republika Srpska,Ž,hearing,13084
2013,Broj,Grad Banja Luka,Oba pola,hearing,3262
2013,Broj,Grad Banja Luka,M,hearing,1678
2013,Broj,Grad Banja Luka,Ž,hearing,1584
2013,Broj,Berkovići,Oba pola,hearing,48
2013,Broj,Berkovići,M,hearing,28
2013,Broj,Berkovići,Ž,hearing,20
2013,Broj,Grad Bijeljina,Oba pola,hearing,2026
2013,Broj,Grad Bijeljina,M,hearing,1028
2013,Broj,Grad Bijeljina,Ž,hearing,998
2013,Broj,Bileća,Oba pola,hearing,240
2013,Broj,Bileća,M,hearing,122
2013,Broj,Bileća,Ž,hearing,118
2013,Broj,Bratunac,Oba pola,hearing,420
2013,Broj,Bratunac,M,hearing,196
2013,Broj,Bratunac,Ž,hearing,224
2013,Broj,Brod,Oba pola,hearing,322
2013,Broj,Brod,M,hearing,168
2013,Broj,Brod,Ž,hearing,154
2013,Broj,Višegrad,Oba pola,hearing,276
2013,Broj,Višegrad,M,hearing,128
2013,Broj,Višegrad,Ž,hearing,148
2013,Broj,Vlasenica,Oba pola,hearing,236
2013,Broj,Vlasenica,M,hearing,117
2013,Broj,Vlasenica,Ž,hearing,119
2013,Broj,Vukosavlje,Oba pola,hearing,107
2013,Broj,Vukosavlje,M,hearing,49
2013,Broj,Vukosavlje,Ž,hearing,58
2013,Broj,Gacko,Oba pola,hearing,172
2013,Broj,Gacko,M,hearing,80
2013,Broj,Gacko,Ž,hearing,92
2013,Broj,Grad Gradiška,Oba pola,hearing,1110
2013,Broj,Grad Gradiška,M,hearing,525
2013,Broj,Grad Gradiška,Ž,hearing,585
2013,Broj,Grad Derventa,Oba pola,hearing,655
2013,Broj,Grad Derventa,M,hearing,320
2013,Broj,Grad Derventa,Ž,hearing,335
2013,Broj,Grad Doboj,Oba pola,hearing,1902
2013,Broj,Grad Doboj,M,hearing,925
2013,Broj,Grad Doboj,Ž,hearing,977
2013,Broj,Donji Žabar,Oba pola,hearing,81
2013,Broj,Donji Žabar,M,hearing,50
2013,Broj,Donji Žabar,Ž,hearing,31
2013,Broj,Grad Zvornik,Oba pola,hearing,1157
2013,Broj,Grad Zvornik,M,hearing,580
2013,Broj,Grad Zvornik,Ž,hearing,577
2013,Broj,Istočna Ilidža,Oba pola,hearing,267
2013,Broj,Istočna Ilidža,M,hearing,123
2013,Broj,Istočna Ilidža,Ž,hearing,144
2013,Broj,Istočni Drvar,Oba pola,hearing,4
2013,Broj,Istočni Drvar,M,hearing,1
2013,Broj,Istočni Drvar,Ž,hearing,3
2013,Broj,Istočni Mostar,Oba pola,hearing,7
2013,Broj,Istočni Mostar,M,hearing,1
2013,Broj,Istočni Mostar,Ž,hearing,6
2013,Broj,Istočni Stari Grad,Oba pola,hearing,29
2013,Broj,Istočni Stari Grad,M,hearing,15
2013,Broj,Istočni Stari Grad,Ž,hearing,14
2013,Broj,Istočno Novo Sarajevo,Oba pola,hearing,153
2013,Broj,Istočno Novo Sarajevo,M,hearing,76
2013,Broj,Istočno Novo Sarajevo,Ž,hearing,77
2013,Broj,Jezero,Oba pola,hearing,34
2013,Broj,Jezero,M,hearing,18
2013,Broj,Jezero,Ž,hearing,16
2013,Broj,Kalinovik,Oba pola,hearing,56
2013,Broj,Kalinovik,M,hearing,25
2013,Broj,Kalinovik,Ž,hearing,31
2013,Broj,Kneževo,Oba pola,hearing,251
2013,Broj,Kneževo,M,hearing,127
2013,Broj,Kneževo,Ž,hearing,124
2013,Broj,Kozarska Dubica,Oba pola,hearing,490
2013,Broj,Kozarska Dubica,M,hearing,237
2013,Broj,Kozarska Dubica,Ž,hearing,253
2013,Broj,Kostajnica,Oba pola,hearing,123
2013,Broj,Kostajnica,M,hearing,65
2013,Broj,Kostajnica,Ž,hearing,58
2013,Broj,Kotor Varoš,Oba pola,hearing,485
2013,Broj,Kotor Varoš,M,hearing,244
2013,Broj,Kotor Varoš,Ž,hearing,241
2013,Broj,Krupa Na Uni,Oba pola,hearing,59
2013,Broj,Krupa Na Uni,M,hearing,36
2013,Broj,Krupa Na Uni,Ž,hearing,23
2013,Broj,Kupres,Oba pola,hearing,14
2013,Broj,Kupres,M,hearing,10
2013,Broj,Kupres,Ž,hearing,4
2013,Broj,Laktaši,Oba pola,hearing,610
2013,Broj,Laktaši,M,hearing,322
2013,Broj,Laktaši,Ž,hearing,288
2013,Broj,Lopare,Oba pola,hearing,400
2013,Broj,Lopare,M,hearing,187
2013,Broj,Lopare,Ž,hearing,213
2013,Broj,Ljubinje,Oba pola,hearing,68
2013,Broj,Ljubinje,M,hearing,33
2013,Broj,Ljubinje,Ž,hearing,35
2013,Broj,Milići,Oba pola,hearing,209
2013,Broj,Milići,M,hearing,98
2013,Broj,Milići,Ž,hearing,111
2013,Broj,Modriča,Oba pola,hearing,623
2013,Broj,Modriča,M,hearing,318
2013,Broj,Modriča,Ž,hearing,305
2013,Broj,Mrkonjić Grad,Oba pola,hearing,388
2013,Broj,Mrkonjić Grad,M,hearing,188
2013,Broj,Mrkonjić Grad,Ž,hearing,200
2013,Broj,Nevesinje,Oba pola,hearing,254
2013,Broj,Nevesinje,M,hearing,119
2013,Broj,Nevesinje,Ž,hearing,135
2013,Broj,Novi Grad,Oba pola,hearing,706
2013,Broj,Novi Grad,M,hearing,334
2013,Broj,Novi Grad,Ž,hearing,372
2013,Broj,Novo Goražde,Oba pola,hearing,57
2013,Broj,Novo Goražde,M,hearing,31
2013,Broj,Novo Goražde,Ž,hearing,26
2013,Broj,Osmaci,Oba pola,hearing,144
2013,Broj,Osmaci,M,hearing,71
2013,Broj,Osmaci,Ž,hearing,73
2013,Broj,Oštra Luka,Oba pola,hearing,97
2013,Broj,Oštra Luka,M,hearing,65
2013,Broj,Oštra Luka,Ž,hearing,32
2013,Broj,Pale,Oba pola,hearing,318
2013,Broj,Pale,M,hearing,164
2013,Broj,Pale,Ž,hearing,154
2013,Broj,Pelagićevo,Oba pola,hearing,167
2013,Broj,Pelagićevo,M,hearing,74
2013,Broj,Pelagićevo,Ž,hearing,93
2013,Broj,Petrovac,Oba pola,hearing,4
2013,Broj,Petrovac,M,hearing,1
2013,Broj,Petrovac,Ž,hearing,3
2013,Broj,Petrovo,Oba pola,hearing,257
2013,Broj,Petrovo,M,hearing,134
2013,Broj,Petrovo,Ž,hearing,123
2013,Broj,Grad Prijedor,Oba pola,hearing,1805
2013,Broj,Grad Prijedor,M,hearing,944
2013,Broj,Grad Prijedor,Ž,hearing,861
2013,Broj,Prnjavor,Oba pola,hearing,812
2013,Broj,Prnjavor,M,hearing,383
2013,Broj,Prnjavor,Ž,hearing,429
2013,Broj,Ribnik,Oba pola,hearing,199
2013,Broj,Ribnik,M,hearing,97
2013,Broj,Ribnik,Ž,hearing,102
2013,Broj,Rogatica,Oba pola,hearing,307
2013,Broj,Rogatica,M,hearing,150
2013,Broj,Rogatica,Ž,hearing,157
2013,Broj,Rudo,Oba pola,hearing,169
2013,Broj,Rudo,M,hearing,83
2013,Broj,Rudo,Ž,hearing,86
2013,Broj,Sokolac,Oba pola,hearing,257
2013,Broj,Sokolac,M,hearing,121
2013,Broj,Sokolac,Ž,hearing,136
2013,Broj,Srbac,Oba pola,hearing,423
2013,Broj,Srbac,M,hearing,212
2013,Broj,Srbac,Ž,hearing,211
2013,Broj,Srebrenica,Oba pola,hearing,229
2013,Broj,Srebrenica,M,hearing,109
2013,Broj,Srebrenica,Ž,hearing,120
2013,Broj,Teslić,Oba pola,hearing,881
2013,Broj,Teslić,M,hearing,435
2013,Broj,Teslić,Ž,hearing,446
2013,Broj,Grad Trebinje,Oba pola,hearing,461
2013,Broj,Grad Trebinje,M,hearing,227
2013,Broj,Grad Trebinje,Ž,hearing,234
2013,Broj,Trnovo,Oba pola,hearing,46
2013,Broj,Trnovo,M,hearing,22
2013,Broj,Trnovo,Ž,hearing,24
2013,Broj,Ugljevik,Oba pola,hearing,257
2013,Broj,Ugljevik,M,hearing,117
2013,Broj,Ugljevik,Ž,hearing,140
2013,Broj,Foča,Oba pola,hearing,430
2013,Broj,Foča,M,hearing,216
2013,Broj,Foča,Ž,hearing,214
2013,Broj,Han Pijesak,Oba pola,hearing,68
2013,Broj,Han Pijesak,M,hearing,28
