Year,UNIT_MEASURE,Administrative area,Sex,Type of disability,Value
2013,Number,Republika Srpska,Both sexes,Total,102262
2013,Number,Republika Srpska,M,Total,46720
2013,Number,Republika Srpska,F,Total,55542
2013,Number,City of Banja Luka,Both sexes,Total,13450
2013,Number,City of Banja Luka,M,Total,6251
2013,Number,City of Banja Luka,F,Total,7199
2013,Number,Berkovici,Both sexes,Total,165
2013,Number,Berkovici,M,Total,75
2013,Number,Berkovici,F,Total,90
2013,Number,City of Bijeljina,Both sexes,Total,8763
2013,Number,City of Bijeljina,M,Total,3967
2013,Number,City of Bijeljina,F,Total,4796
2013,Number,Bileca,Both sexes,Total,813
2013,Number,Bileca,M,Total,339
2013,Number,Bileca,F,Total,474
2013,Number,Bratunac,Both sexes,Total,1534
2013,Number,Bratunac,M,Total,688
2013,Number,Bratunac,F,Total,846
2013,Number,Brod,Both sexes,Total,1420
2013,Number,Brod,M,Total,658
2013,Number,Brod,F,Total,762
2013,Number,Visegrad,Both sexes,Total,1097
2013,Number,Visegrad,M,Total,422
2013,Number,Visegrad,F,Total,675
2013,Number,Vlasenica,Both sexes,Total,786
2013,Number,Vlasenica,M,Total,393
2013,Number,Vlasenica,F,Total,393
2013,Number,Vukosavlje,Both sexes,Total,472
2013,Number,Vukosavlje,M,Total,226
2013,Number,Vukosavlje,F,Total,246
2013,Number,Gacko,Both sexes,Total,597
2013,Number,Gacko,M,Total,261
2013,Number,Gacko,F,Total,336
2013,Number,City of Gradiska,Both sexes,Total,4427
2013,Number,City of Gradiska,M,Total,1965
2013,Number,City of Gradiska,F,Total,2462
2013,Number,City of Derventa,Both sexes,Total,2529
2013,Number,City of Derventa,M,Total,1153
2013,Number,City of Derventa,F,Total,1376
2013,Number,City of Doboj,Both sexes,Total,7404
2013,Number,City of Doboj,M,Total,3292
2013,Number,City of Doboj,F,Total,4112
2013,Number,Donji Zabar,Both sexes,Total,313
2013,Number,Donji Zabar,M,Total,146
2013,Number,Donji Zabar,F,Total,167
2013,Number,City of Zvornik,Both sexes,Total,4328
2013,Number,City of Zvornik,M,Total,2027
2013,Number,City of Zvornik,F,Total,2301
2013,Number,East Ilidza,Both sexes,Total,1025
2013,Number,East Ilidza,M,Total,464
2013,Number,East Ilidza,F,Total,561
2013,Number,East Drvar,Both sexes,Total,9
2013,Number,East Drvar,M,Total,5
2013,Number,East Drvar,F,Total,4
2013,Number,East Mostar,Both sexes,Total,14
2013,Number,East Mostar,M,Total,4
2013,Number,East Mostar,F,Total,10
2013,Number,East Stari Grad,Both sexes,Total,100
2013,Number,East Stari Grad,M,Total,42
2013,Number,East Stari Grad,F,Total,58
2013,Number,East Novo Sarajevo,Both sexes,Total,611
2013,Number,East Novo Sarajevo,M,Total,276
2013,Number,East Novo Sarajevo,F,Total,335
2013,Number,Jezero,Both sexes,Total,80
2013,Number,Jezero,M,Total,37
2013,Number,Jezero,F,Total,43
2013,Number,Kalinovik,Both sexes,Total,203
2013,Number,Kalinovik,M,Total,88
2013,Number,Kalinovik,F,Total,115
2013,Number,Knezevo,Both sexes,Total,933
2013,Number,Knezevo,M,Total,449
2013,Number,Knezevo,F,Total,484
2013,Number,Kozarska Dubica,Both sexes,Total,2078
2013,Number,Kozarska Dubica,M,Total,919
2013,Number,Kozarska Dubica,F,Total,1159
2013,Number,Kostajnica,Both sexes,Total,475
2013,Number,Kostajnica,M,Total,216
2013,Number,Kostajnica,F,Total,259
2013,Number,Kotor Varos,Both sexes,Total,1857
2013,Number,Kotor Varos,M,Total,865
2013,Number,Kotor Varos,F,Total,992
2013,Number,Krupa Na Uni,Both sexes,Total,204
2013,Number,Krupa Na Uni,M,Total,93
2013,Number,Krupa Na Uni,F,Total,111
2013,Number,Kupres,Both sexes,Total,49
2013,Number,Kupres,M,Total,27
2013,Number,Kupres,F,Total,22
2013,Number,Laktasi,Both sexes,Total,2445
2013,Number,Laktasi,M,Total,1196
2013,Number,Laktasi,F,Total,1249
2013,Number,Lopare,Both sexes,Total,1612
2013,Number,Lopare,M,Total,791
2013,Number,Lopare,F,Total,821
2013,Number,Ljubinje,Both sexes,Total,197
2013,Number,Ljubinje,M,Total,84
2013,Number,Ljubinje,F,Total,113
2013,Number,Milici,Both sexes,Total,860
2013,Number,Milici,M,Total,392
2013,Number,Milici,F,Total,468
2013,Number,Modrica,Both sexes,Total,2458
2013,Number,Modrica,M,Total,1119
2013,Number,Modrica,F,Total,1339
2013,Number,Mrkonjic Grad,Both sexes,Total,1300
2013,Number,Mrkonjic Grad,M,Total,602
2013,Number,Mrkonjic Grad,F,Total,698
2013,Number,Nevesinje,Both sexes,Total,876
2013,Number,Nevesinje,M,Total,379
2013,Number,Nevesinje,F,Total,497
2013,Number,Novi Grad,Both sexes,Total,2687
2013,Number,Novi Grad,M,Total,1179
2013,Number,Novi Grad,F,Total,1508
2013,Number,Novo Gorazde,Both sexes,Total,206
2013,Number,Novo Gorazde,M,Total,101
2013,Number,Novo Gorazde,F,Total,105
2013,Number,Osmaci,Both sexes,Total,513
2013,Number,Osmaci,M,Total,234
2013,Number,Osmaci,F,Total,279
2013,Number,Ostra Luka,Both sexes,Total,394
2013,Number,Ostra Luka,M,Total,205
2013,Number,Ostra Luka,F,Total,189
2013,Number,Pale,Both sexes,Total,1289
2013,Number,Pale,M,Total,594
2013,Number,Pale,F,Total,695
2013,Number,Pelagicevo,Both sexes,Total,688
2013,Number,Pelagicevo,M,Total,299
2013,Number,Pelagicevo,F,Total,389
2013,Number,Petrovac,Both sexes,Total,16
2013,Number,Petrovac,M,Total,6
2013,Number,Petrovac,F,Total,10
2013,Number,Petrovo,Both sexes,Total,944
2013,Number,Petrovo,M,Total,399
2013,Number,Petrovo,F,Total,545
2013,Number,City of Prijedor,Both sexes,Total,7173
2013,Number,City of Prijedor,M,Total,3333
2013,Number,City of Prijedor,F,Total,3840
2013,Number,Prnjavor,Both sexes,Total,3309
2013,Number,Prnjavor,M,Total,1497
2013,Number,Prnjavor,F,Total,1812
2013,Number,Ribnik,Both sexes,Total,701
2013,Number,Ribnik,M,Total,323
2013,Number,Ribnik,F,Total,378
2013,Number,Rogatica,Both sexes,Total,1012
2013,Number,Rogatica,M,Total,464
2013,Number,Rogatica,F,Total,548
2013,Number,Rudo,Both sexes,Total,596
2013,Number,Rudo,M,Total,258
2013,Number,Rudo,F,Total,338
2013,Number,Sokolac,Both sexes,Total,944
2013,Number,Sokolac,M,Total,422
2013,Number,Sokolac,F,Total,522
2013,Number,Srbac,Both sexes,Total,1526
2013,Number,Srbac,M,Total,714
2013,Number,Srbac,F,Total,812
2013,Number,Srebrenica,Both sexes,Total,1061
2013,Number,Srebrenica,M,Total,447
2013,Number,Srebrenica,F,Total,614
2013,Number,Teslic,Both sexes,Total,3562
2013,Number,Teslic,M,Total,1683
2013,Number,Teslic,F,Total,1879
2013,Number,City of Trebinje,Both sexes,Total,1860
2013,Number,City of Trebinje,M,Total,823
2013,Number,City of Trebinje,F,Total,1037
2013,Number,Trnovo,Both sexes,Total,171
2013,Number,Trnovo,M,Total,70
2013,Number,Trnovo,F,Total,101
2013,Number,Ugljevik,Both sexes,Total,1179
2013,Number,Ugljevik,M,Total,532
2013,Number,Ugljevik,F,Total,647
2013,Number,Foca,Both sexes,Total,1473
2013,Number,Foca,M,Total,725
2013,Number,Foca,F,Total,748
2013,Number,Han Pijesak,Both sexes,Total,269
2013,Number,Han Pijesak,M,Total,99
2013,Number,Han Pijesak,F,Total,170
2013,Number,Cajnice,Both sexes,Total,461
2013,Number,Cajnice,M,Total,208
2013,Number,Cajnice,F,Total,253
2013,Number,Celinac,Both sexes,Total,1672
2013,Number,Celinac,M,Total,800
2013,Number,Celinac,F,Total,872
2013,Number,Samac,Both sexes,Total,1634
2013,Number,Samac,M,Total,724
2013,Number,Samac,F,Total,910
2013,Number,Sekovici,Both sexes,Total,595
2013,Number,Sekovici,M,Total,279
2013,Number,Sekovici,F,Total,316
2013,Number,Sipovo,Both sexes,Total,843
2013,Number,Sipovo,M,Total,391
2013,Number,Sipovo,F,Total,452
2013,Number,Republika Srpska,Both sexes,Eyesight,43020
2013,Number,Republika Srpska,M,Eyesight,18052
2013,Number,Republika Srpska,F,Eyesight,24968
2013,Number,City of Banja Luka,Both sexes,Eyesight,5370
2013,Number,City of Banja Luka,M,Eyesight,2232
2013,Number,City of Banja Luka,F,Eyesight,3138
2013,Number,Berkovici,Both sexes,Eyesight,73
2013,Number,Berkovici,M,Eyesight,33
2013,Number,Berkovici,F,Eyesight,40
2013,Number,City of Bijeljina,Both sexes,Eyesight,3450
2013,Number,City of Bijeljina,M,Eyesight,1424
2013,Number,City of Bijeljina,F,Eyesight,2026
2013,Number,Bileca,Both sexes,Eyesight,375
2013,Number,Bileca,M,Eyesight,159
2013,Number,Bileca,F,Eyesight,216
2013,Number,Bratunac,Both sexes,Eyesight,791
2013,Number,Bratunac,M,Eyesight,328
2013,Number,Bratunac,F,Eyesight,463
2013,Number,Brod,Both sexes,Eyesight,596
2013,Number,Brod,M,Eyesight,252
2013,Number,Brod,F,Eyesight,344
2013,Number,Visegrad,Both sexes,Eyesight,409
2013,Number,Visegrad,M,Eyesight,162
2013,Number,Visegrad,F,Eyesight,247
2013,Number,Vlasenica,Both sexes,Eyesight,372
2013,Number,Vlasenica,M,Eyesight,171
2013,Number,Vlasenica,F,Eyesight,201
2013,Number,Vukosavlje,Both sexes,Eyesight,157
2013,Number,Vukosavlje,M,Eyesight,74
2013,Number,Vukosavlje,F,Eyesight,83
2013,Number,Gacko,Both sexes,Eyesight,245
2013,Number,Gacko,M,Eyesight,107
2013,Number,Gacko,F,Eyesight,138
2013,Number,City of Gradiska,Both sexes,Eyesight,1881
2013,Number,City of Gradiska,M,Eyesight,754
2013,Number,City of Gradiska,F,Eyesight,1127
2013,Number,City of Derventa,Both sexes,Eyesight,1172
2013,Number,City of Derventa,M,Eyesight,476
2013,Number,City of Derventa,F,Eyesight,696
2013,Number,City of Doboj,Both sexes,Eyesight,3265
2013,Number,City of Doboj,M,Eyesight,1332
2013,Number,City of Doboj,F,Eyesight,1933
2013,Number,Donji Zabar,Both sexes,Eyesight,122
2013,Number,Donji Zabar,M,Eyesight,50
2013,Number,Donji Zabar,F,Eyesight,72
2013,Number,City of Zvornik,Both sexes,Eyesight,1920
2013,Number,City of Zvornik,M,Eyesight,842
2013,Number,City of Zvornik,F,Eyesight,1078
2013,Number,East Ilidza,Both sexes,Eyesight,423
2013,Number,East Ilidza,M,Eyesight,183
2013,Number,East Ilidza,F,Eyesight,240
2013,Number,East Drvar,Both sexes,Eyesight,5
2013,Number,East Drvar,M,Eyesight,2
2013,Number,East Drvar,F,Eyesight,3
2013,Number,East Mostar,Both sexes,Eyesight,9
2013,Number,East Mostar,M,Eyesight,3
2013,Number,East Mostar,F,Eyesight,6
2013,Number,East Stari Grad,Both sexes,Eyesight,49
2013,Number,East Stari Grad,M,Eyesight,22
2013,Number,East Stari Grad,F,Eyesight,27
2013,Number,East Novo Sarajevo,Both sexes,Eyesight,255
2013,Number,East Novo Sarajevo,M,Eyesight,90
2013,Number,East Novo Sarajevo,F,Eyesight,165
2013,Number,Jezero,Both sexes,Eyesight,44
2013,Number,Jezero,M,Eyesight,18
2013,Number,Jezero,F,Eyesight,26
2013,Number,Kalinovik,Both sexes,Eyesight,87
2013,Number,Kalinovik,M,Eyesight,35
2013,Number,Kalinovik,F,Eyesight,52
2013,Number,Knezevo,Both sexes,Eyesight,355
2013,Number,Knezevo,M,Eyesight,159
2013,Number,Knezevo,F,Eyesight,196
2013,Number,Kozarska Dubica,Both sexes,Eyesight,788
2013,Number,Kozarska Dubica,M,Eyesight,329
2013,Number,Kozarska Dubica,F,Eyesight,459
2013,Number,Kostajnica,Both sexes,Eyesight,226
2013,Number,Kostajnica,M,Eyesight,104
2013,Number,Kostajnica,F,Eyesight,122
2013,Number,Kotor Varos,Both sexes,Eyesight,894
2013,Number,Kotor Varos,M,Eyesight,374
2013,Number,Kotor Varos,F,Eyesight,520
2013,Number,Krupa Na Uni,Both sexes,Eyesight,98
2013,Number,Krupa Na Uni,M,Eyesight,47
2013,Number,Krupa Na Uni,F,Eyesight,51
2013,Number,Kupres,Both sexes,Eyesight,12
2013,Number,Kupres,M,Eyesight,8
2013,Number,Kupres,F,Eyesight,4
2013,Number,Laktasi,Both sexes,Eyesight,1042
2013,Number,Laktasi,M,Eyesight,460
2013,Number,Laktasi,F,Eyesight,582
2013,Number,Lopare,Both sexes,Eyesight,691
2013,Number,Lopare,M,Eyesight,297
2013,Number,Lopare,F,Eyesight,394
2013,Number,Ljubinje,Both sexes,Eyesight,82
2013,Number,Ljubinje,M,Eyesight,36
2013,Number,Ljubinje,F,Eyesight,46
2013,Number,Milici,Both sexes,Eyesight,390
2013,Number,Milici,M,Eyesight,165
2013,Number,Milici,F,Eyesight,225
2013,Number,Modrica,Both sexes,Eyesight,990
2013,Number,Modrica,M,Eyesight,443
2013,Number,Modrica,F,Eyesight,547
2013,Number,Mrkonjic Grad,Both sexes,Eyesight,524
2013,Number,Mrkonjic Grad,M,Eyesight,227
2013,Number,Mrkonjic Grad,F,Eyesight,297
2013,Number,Nevesinje,Both sexes,Eyesight,401
2013,Number,Nevesinje,M,Eyesight,187
2013,Number,Nevesinje,F,Eyesight,214
2013,Number,Novi Grad,Both sexes,Eyesight,1236
2013,Number,Novi Grad,M,Eyesight,483
2013,Number,Novi Grad,F,Eyesight,753
2013,Number,Novo Gorazde,Both sexes,Eyesight,86
2013,Number,Novo Gorazde,M,Eyesight,35
2013,Number,Novo Gorazde,F,Eyesight,51
2013,Number,Osmaci,Both sexes,Eyesight,243
2013,Number,Osmaci,M,Eyesight,102
2013,Number,Osmaci,F,Eyesight,141
2013,Number,Ostra Luka,Both sexes,Eyesight,176
2013,Number,Ostra Luka,M,Eyesight,88
2013,Number,Ostra Luka,F,Eyesight,88
2013,Number,Pale,Both sexes,Eyesight,492
2013,Number,Pale,M,Eyesight,213
2013,Number,Pale,F,Eyesight,279
2013,Number,Pelagicevo,Both sexes,Eyesight,310
2013,Number,Pelagicevo,M,Eyesight,132
2013,Number,Pelagicevo,F,Eyesight,178
2013,Number,Petrovac,Both sexes,Eyesight,6
2013,Number,Petrovac,M,Eyesight,2
2013,Number,Petrovac,F,Eyesight,4
2013,Number,Petrovo,Both sexes,Eyesight,433
2013,Number,Petrovo,M,Eyesight,178
2013,Number,Petrovo,F,Eyesight,255
2013,Number,City of Prijedor,Both sexes,Eyesight,2857
2013,Number,City of Prijedor,M,Eyesight,1209
2013,Number,City of Prijedor,F,Eyesight,1648
2013,Number,Prnjavor,Both sexes,Eyesight,1364
2013,Number,Prnjavor,M,Eyesight,564
2013,Number,Prnjavor,F,Eyesight,800
2013,Number,Ribnik,Both sexes,Eyesight,293
2013,Number,Ribnik,M,Eyesight,137
2013,Number,Ribnik,F,Eyesight,156
2013,Number,Rogatica,Both sexes,Eyesight,418
2013,Number,Rogatica,M,Eyesight,174
2013,Number,Rogatica,F,Eyesight,244
2013,Number,Rudo,Both sexes,Eyesight,231
2013,Number,Rudo,M,Eyesight,98
2013,Number,Rudo,F,Eyesight,133
2013,Number,Sokolac,Both sexes,Eyesight,368
2013,Number,Sokolac,M,Eyesight,161
2013,Number,Sokolac,F,Eyesight,207
2013,Number,Srbac,Both sexes,Eyesight,684
2013,Number,Srbac,M,Eyesight,291
2013,Number,Srbac,F,Eyesight,393
2013,Number,Srebrenica,Both sexes,Eyesight,487
2013,Number,Srebrenica,M,Eyesight,176
2013,Number,Srebrenica,F,Eyesight,311
2013,Number,Teslic,Both sexes,Eyesight,1451
2013,Number,Teslic,M,Eyesight,633
2013,Number,Teslic,F,Eyesight,818
2013,Number,City of Trebinje,Both sexes,Eyesight,736
2013,Number,City of Trebinje,M,Eyesight,297
2013,Number,City of Trebinje,F,Eyesight,439
2013,Number,Trnovo,Both sexes,Eyesight,62
2013,Number,Trnovo,M,Eyesight,25
2013,Number,Trnovo,F,Eyesight,37
2013,Number,Ugljevik,Both sexes,Eyesight,488
2013,Number,Ugljevik,M,Eyesight,202
2013,Number,Ugljevik,F,Eyesight,286
2013,Number,Foca,Both sexes,Eyesight,605
2013,Number,Foca,M,Eyesight,263
2013,Number,Foca,F,Eyesight,342
2013,Number,Han Pijesak,Both sexes,Eyesight,102
2013,Number,Han Pijesak,M,Eyesight,36
2013,Number,Han Pijesak,F,Eyesight,66
2013,Number,Cajnice,Both sexes,Eyesight,219
2013,Number,Cajnice,M,Eyesight,93
2013,Number,Cajnice,F,Eyesight,126
2013,Number,Celinac,Both sexes,Eyesight,752
2013,Number,Celinac,M,Eyesight,313
2013,Number,Celinac,F,Eyesight,439
2013,Number,Samac,Both sexes,Eyesight,679
2013,Number,Samac,M,Eyesight,277
2013,Number,Samac,F,Eyesight,402
2013,Number,Sekovici,Both sexes,Eyesight,307
2013,Number,Sekovici,M,Eyesight,130
2013,Number,Sekovici,F,Eyesight,177
2013,Number,Sipovo,Both sexes,Eyesight,372
2013,Number,Sipovo,M,Eyesight,155
2013,Number,Sipovo,F,Eyesight,217
2013,Number,Republika Srpska,Both sexes,Hearing,26055
2013,Number,Republika Srpska,M,Hearing,12971
2013,Number,Republika Srpska,F,Hearing,13084
2013,Number,City of Banja Luka,Both sexes,Hearing,3262
2013,Number,City of Banja Luka,M,Hearing,1678
2013,Number,City of Banja Luka,F,Hearing,1584
2013,Number,Berkovici,Both sexes,Hearing,48
2013,Number,Berkovici,M,Hearing,28
2013,Number,Berkovici,F,Hearing,20
2013,Number,City of Bijeljina,Both sexes,Hearing,2026
2013,Number,City of Bijeljina,M,Hearing,1028
2013,Number,City of Bijeljina,F,Hearing,998
2013,Number,Bileca,Both sexes,Hearing,240
2013,Number,Bileca,M,Hearing,122
2013,Number,Bileca,F,Hearing,118
2013,Number,Bratunac,Both sexes,Hearing,420
2013,Number,Bratunac,M,Hearing,196
2013,Number,Bratunac,F,Hearing,224
2013,Number,Brod,Both sexes,Hearing,322
2013,Number,Brod,M,Hearing,168
2013,Number,Brod,F,Hearing,154
2013,Number,Visegrad,Both sexes,Hearing,276
2013,Number,Visegrad,M,Hearing,128
2013,Number,Visegrad,F,Hearing,148
2013,Number,Vlasenica,Both sexes,Hearing,236
2013,Number,Vlasenica,M,Hearing,117
2013,Number,Vlasenica,F,Hearing,119
2013,Number,Vukosavlje,Both sexes,Hearing,107
2013,Number,Vukosavlje,M,Hearing,49
2013,Number,Vukosavlje,F,Hearing,58
2013,Number,Gacko,Both sexes,Hearing,172
2013,Number,Gacko,M,Hearing,80
2013,Number,Gacko,F,Hearing,92
2013,Number,City of Gradiska,Both sexes,Hearing,1110
2013,Number,City of Gradiska,M,Hearing,525
2013,Number,City of Gradiska,F,Hearing,585
2013,Number,City of Derventa,Both sexes,Hearing,655
2013,Number,City of Derventa,M,Hearing,320
2013,Number,City of Derventa,F,Hearing,335
2013,Number,City of Doboj,Both sexes,Hearing,1902
2013,Number,City of Doboj,M,Hearing,925
2013,Number,City of Doboj,F,Hearing,977
2013,Number,Donji Zabar,Both sexes,Hearing,81
2013,Number,Donji Zabar,M,Hearing,50
2013,Number,Donji Zabar,F,Hearing,31
2013,Number,City of Zvornik,Both sexes,Hearing,1157
2013,Number,City of Zvornik,M,Hearing,580
2013,Number,City of Zvornik,F,Hearing,577
2013,Number,East Ilidza,Both sexes,Hearing,267
2013,Number,East Ilidza,M,Hearing,123
2013,Number,East Ilidza,F,Hearing,144
2013,Number,East Drvar,Both sexes,Hearing,4
2013,Number,East Drvar,M,Hearing,1
2013,Number,East Drvar,F,Hearing,3
2013,Number,East Mostar,Both sexes,Hearing,7
2013,Number,East Mostar,M,Hearing,1
2013,Number,East Mostar,F,Hearing,6
2013,Number,East Stari Grad,Both sexes,Hearing,29
2013,Number,East Stari Grad,M,Hearing,15
2013,Number,East Stari Grad,F,Hearing,14
2013,Number,East Novo Sarajevo,Both sexes,Hearing,153
2013,Number,East Novo Sarajevo,M,Hearing,76
2013,Number,East Novo Sarajevo,F,Hearing,77
2013,Number,Jezero,Both sexes,Hearing,34
2013,Number,Jezero,M,Hearing,18
2013,Number,Jezero,F,Hearing,16
2013,Number,Kalinovik,Both sexes,Hearing,56
2013,Number,Kalinovik,M,Hearing,25
2013,Number,Kalinovik,F,Hearing,31
2013,Number,Knezevo,Both sexes,Hearing,251
2013,Number,Knezevo,M,Hearing,127
2013,Number,Knezevo,F,Hearing,124
2013,Number,Kozarska Dubica,Both sexes,Hearing,490
2013,Number,Kozarska Dubica,M,Hearing,237
2013,Number,Kozarska Dubica,F,Hearing,253
2013,Number,Kostajnica,Both sexes,Hearing,123
2013,Number,Kostajnica,M,Hearing,65
