Year,UNIT_MEASURE,Административно подручје,Пол,Disabilities,Value
2013,Број,Република Српска,Оба пола,Укупно,1170342
2013,Број,Република Српска,M,Укупно,571812
2013,Број,Република Српска,Ж,Укупно,598530
2013,Број,Град Бања Лука,Оба пола,Укупно,180053
2013,Број,Град Бања Лука,M,Укупно,86510
2013,Број,Град Бања Лука,Ж,Укупно,93543
2013,Број,Берковићи,Оба пола,Укупно,2041
2013,Број,Берковићи,M,Укупно,1032
2013,Број,Берковићи,Ж,Укупно,1009
2013,Број,Град Бијељина,Оба пола,Укупно,103874
2013,Број,Град Бијељина,M,Укупно,50760
2013,Број,Град Бијељина,Ж,Укупно,53114
2013,Број,Билећа,Оба пола,Укупно,10607
2013,Број,Билећа,M,Укупно,5346
2013,Број,Билећа,Ж,Укупно,5261
2013,Број,Братунац,Оба пола,Укупно,18651
2013,Број,Братунац,M,Укупно,9210
2013,Број,Братунац,Ж,Укупно,9441
2013,Број,Брод,Оба пола,Укупно,15720
2013,Број,Брод,M,Укупно,7670
2013,Број,Брод,Ж,Укупно,8050
2013,Број,Вишеград,Оба пола,Укупно,10118
2013,Број,Вишеград,M,Укупно,4834
2013,Број,Вишеград,Ж,Укупно,5284
2013,Број,Власеница,Оба пола,Укупно,10657
2013,Број,Власеница,M,Укупно,5193
2013,Број,Власеница,Ж,Укупно,5464
2013,Број,Вукосавље,Оба пола,Укупно,4363
2013,Број,Вукосавље,M,Укупно,2185
2013,Број,Вукосавље,Ж,Укупно,2178
2013,Број,Гацко,Оба пола,Укупно,8710
2013,Број,Гацко,M,Укупно,4423
2013,Број,Гацко,Ж,Укупно,4287
2013,Број,Град Градишка,Оба пола,Укупно,49196
2013,Број,Град Градишка,M,Укупно,23944
2013,Број,Град Градишка,Ж,Укупно,25252
2013,Број,Град Дервента,Оба пола,Укупно,25922
2013,Број,Град Дервента,M,Укупно,12629
2013,Број,Град Дервента,Ж,Укупно,13293
2013,Број,Град Добој,Оба пола,Укупно,68514
2013,Број,Град Добој,M,Укупно,33222
2013,Број,Град Добој,Ж,Укупно,35292
2013,Број,Доњи Жабар,Оба пола,Укупно,3669
2013,Број,Доњи Жабар,M,Укупно,1853
2013,Број,Доњи Жабар,Ж,Укупно,1816
2013,Број,Град Зворник,Оба пола,Укупно,54407
2013,Број,Град Зворник,M,Укупно,26803
2013,Број,Град Зворник,Ж,Укупно,27604
2013,Број,Источна Илиџа,Оба пола,Укупно,14437
2013,Број,Источна Илиџа,M,Укупно,6905
2013,Број,Источна Илиџа,Ж,Укупно,7532
2013,Број,Источни Дрвар,Оба пола,Укупно,66
2013,Број,Источни Дрвар,M,Укупно,44
2013,Број,Источни Дрвар,Ж,Укупно,22
2013,Број,Источни Мостар,Оба пола,Укупно,244
2013,Број,Источни Мостар,M,Укупно,138
2013,Број,Источни Мостар,Ж,Укупно,106
2013,Број,Источни Стари Град,Оба пола,Укупно,1116
2013,Број,Источни Стари Град,M,Укупно,552
2013,Број,Источни Стари Град,Ж,Укупно,564
2013,Број,Источно Ново Сарајево,Оба пола,Укупно,10401
2013,Број,Источно Ново Сарајево,M,Укупно,4936
2013,Број,Источно Ново Сарајево,Ж,Укупно,5465
2013,Број,Језеро,Оба пола,Укупно,1039
2013,Број,Језеро,M,Укупно,534
2013,Број,Језеро,Ж,Укупно,505
2013,Број,Калиновик,Оба пола,Укупно,1962
2013,Број,Калиновик,M,Укупно,950
2013,Број,Калиновик,Ж,Укупно,1012
2013,Број,Кнежево,Оба пола,Укупно,9368
2013,Број,Кнежево,M,Укупно,4632
2013,Број,Кнежево,Ж,Укупно,4736
2013,Број,Козарска Дубица,Оба пола,Укупно,20681
2013,Број,Козарска Дубица,M,Укупно,10094
2013,Број,Козарска Дубица,Ж,Укупно,10587
2013,Број,Костајница,Оба пола,Укупно,5645
2013,Број,Костајница,M,Укупно,2780
2013,Број,Костајница,Ж,Укупно,2865
2013,Број,Котор Варош,Оба пола,Укупно,18361
2013,Број,Котор Варош,M,Укупно,9007
2013,Број,Котор Варош,Ж,Укупно,9354
2013,Број,Крупа на Уни,Оба пола,Укупно,1560
2013,Број,Крупа на Уни,M,Укупно,841
2013,Број,Крупа на Уни,Ж,Укупно,719
2013,Број,Купрес,Оба пола,Укупно,293
2013,Број,Купрес,M,Укупно,157
2013,Број,Купрес,Ж,Укупно,136
2013,Број,Лакташи,Оба пола,Укупно,34210
2013,Број,Лакташи,M,Укупно,16905
2013,Број,Лакташи,Ж,Укупно,17305
2013,Број,Лопаре,Оба пола,Укупно,14689
2013,Број,Лопаре,M,Укупно,7377
2013,Број,Лопаре,Ж,Укупно,7312
2013,Број,Љубиње,Оба пола,Укупно,3319
2013,Број,Љубиње,M,Укупно,1633
2013,Број,Љубиње,Ж,Укупно,1686
2013,Број,Милићи,Оба пола,Укупно,10445
2013,Број,Милићи,M,Укупно,5252
2013,Број,Милићи,Ж,Укупно,5193
2013,Број,Модрича,Оба пола,Укупно,24490
2013,Број,Модрича,M,Укупно,11969
2013,Број,Модрича,Ж,Укупно,12521
2013,Број,Мркоњић Град,Оба пола,Укупно,15926
2013,Број,Мркоњић Град,M,Укупно,7660
2013,Број,Мркоњић Град,Ж,Укупно,8266
2013,Број,Невесиње,Оба пола,Укупно,12542
2013,Број,Невесиње,M,Укупно,6236
2013,Број,Невесиње,Ж,Укупно,6306
2013,Број,Нови Град,Оба пола,Укупно,25240
2013,Број,Нови Град,M,Укупно,12580
2013,Број,Нови Град,Ж,Укупно,12660
2013,Број,Ново Горажде,Оба пола,Укупно,2915
2013,Број,Ново Горажде,M,Укупно,1500
2013,Број,Ново Горажде,Ж,Укупно,1415
2013,Број,Осмаци,Оба пола,Укупно,5546
2013,Број,Осмаци,M,Укупно,2779
2013,Број,Осмаци,Ж,Укупно,2767
2013,Број,Оштра Лука,Оба пола,Укупно,2705
2013,Број,Оштра Лука,M,Укупно,1386
2013,Број,Оштра Лука,Ж,Укупно,1319
2013,Број,Пале,Оба пола,Укупно,20359
2013,Број,Пале,M,Укупно,9744
2013,Број,Пале,Ж,Укупно,10615
2013,Број,Пелагићево,Оба пола,Укупно,4358
2013,Број,Пелагићево,M,Укупно,2151
2013,Број,Пелагићево,Ж,Укупно,2207
2013,Број,Петровац,Оба пола,Укупно,354
2013,Број,Петровац,M,Укупно,169
2013,Број,Петровац,Ж,Укупно,185
2013,Број,Петрово,Оба пола,Укупно,6317
2013,Број,Петрово,M,Укупно,3043
2013,Број,Петрово,Ж,Укупно,3274
2013,Број,Град Приједор,Оба пола,Укупно,80916
2013,Број,Град Приједор,M,Укупно,39418
2013,Број,Град Приједор,Ж,Укупно,41498
2013,Број,Прњавор,Оба пола,Укупно,34357
2013,Број,Прњавор,M,Укупно,16675
2013,Број,Прњавор,Ж,Укупно,17682
2013,Број,Рибник,Оба пола,Укупно,5851
2013,Број,Рибник,M,Укупно,2900
2013,Број,Рибник,Ж,Укупно,2951
2013,Број,Рогатица,Оба пола,Укупно,10302
2013,Број,Рогатица,M,Укупно,5053
2013,Број,Рогатица,Ж,Укупно,5249
2013,Број,Рудо,Оба пола,Укупно,7578
2013,Број,Рудо,M,Укупно,3840
2013,Број,Рудо,Ж,Укупно,3738
2013,Број,Соколац,Оба пола,Укупно,11620
2013,Број,Соколац,M,Укупно,5723
2013,Број,Соколац,Ж,Укупно,5897
2013,Број,Србац,Оба пола,Укупно,16933
2013,Број,Србац,M,Укупно,8295
2013,Број,Србац,Ж,Укупно,8638
2013,Број,Сребреница,Оба пола,Укупно,11698
2013,Број,Сребреница,M,Укупно,5714
2013,Број,Сребреница,Ж,Укупно,5984
2013,Број,Теслић,Оба пола,Укупно,37236
2013,Број,Теслић,M,Укупно,17894
2013,Број,Теслић,Ж,Укупно,19342
2013,Број,Град Требиње,Оба пола,Укупно,28239
2013,Број,Град Требиње,M,Укупно,13760
2013,Број,Град Требиње,Ж,Укупно,14479
2013,Број,Трново,Оба пола,Укупно,1983
2013,Број,Трново,M,Укупно,953
2013,Број,Трново,Ж,Укупно,1030
2013,Број,Угљевик,Оба пола,Укупно,15118
2013,Број,Угљевик,M,Укупно,7626
2013,Број,Угљевик,Ж,Укупно,7492
2013,Број,Фоча,Оба пола,Укупно,17580
2013,Број,Фоча,M,Укупно,8880
2013,Број,Фоча,Ж,Укупно,8700
2013,Број,Хан Пијесак,Оба пола,Укупно,3445
2013,Број,Хан Пијесак,M,Укупно,1632
2013,Број,Хан Пијесак,Ж,Укупно,1813
2013,Број,Чајниче,Оба пола,Укупно,4679
2013,Број,Чајниче,M,Укупно,2347
2013,Број,Чајниче,Ж,Укупно,2332
2013,Број,Челинац,Оба пола,Укупно,15117
2013,Број,Челинац,M,Укупно,7477
2013,Број,Челинац,Ж,Укупно,7640
2013,Број,Шамац,Оба пола,Укупно,16308
2013,Број,Шамац,M,Укупно,7908
2013,Број,Шамац,Ж,Укупно,8400
2013,Број,Шековићи,Оба пола,Укупно,6323
2013,Број,Шековићи,M,Укупно,3103
2013,Број,Шековићи,Ж,Укупно,3220
2013,Број,Шипово,Оба пола,Укупно,9969
2013,Број,Шипово,M,Укупно,5046
2013,Број,Шипово,Ж,Укупно,4923
2013,Број,Република Српска,Оба пола,disabilities_T,102262
2013,Број,Република Српска,M,disabilities_T,46720
2013,Број,Република Српска,Ж,disabilities_T,55542
2013,Број,Град Бања Лука,Оба пола,disabilities_T,13450
2013,Број,Град Бања Лука,M,disabilities_T,6251
2013,Број,Град Бања Лука,Ж,disabilities_T,7199
2013,Број,Берковићи,Оба пола,disabilities_T,165
2013,Број,Берковићи,M,disabilities_T,75
2013,Број,Берковићи,Ж,disabilities_T,90
2013,Број,Град Бијељина,Оба пола,disabilities_T,8763
2013,Број,Град Бијељина,M,disabilities_T,3967
2013,Број,Град Бијељина,Ж,disabilities_T,4796
2013,Број,Билећа,Оба пола,disabilities_T,813
2013,Број,Билећа,M,disabilities_T,339
2013,Број,Билећа,Ж,disabilities_T,474
2013,Број,Братунац,Оба пола,disabilities_T,1534
2013,Број,Братунац,M,disabilities_T,688
2013,Број,Братунац,Ж,disabilities_T,846
2013,Број,Брод,Оба пола,disabilities_T,1420
2013,Број,Брод,M,disabilities_T,658
2013,Број,Брод,Ж,disabilities_T,762
2013,Број,Вишеград,Оба пола,disabilities_T,1097
2013,Број,Вишеград,M,disabilities_T,422
2013,Број,Вишеград,Ж,disabilities_T,675
2013,Број,Власеница,Оба пола,disabilities_T,786
2013,Број,Власеница,M,disabilities_T,393
2013,Број,Власеница,Ж,disabilities_T,393
2013,Број,Вукосавље,Оба пола,disabilities_T,472
2013,Број,Вукосавље,M,disabilities_T,226
2013,Број,Вукосавље,Ж,disabilities_T,246
2013,Број,Гацко,Оба пола,disabilities_T,597
2013,Број,Гацко,M,disabilities_T,261
2013,Број,Гацко,Ж,disabilities_T,336
2013,Број,Град Градишка,Оба пола,disabilities_T,4427
2013,Број,Град Градишка,M,disabilities_T,1965
2013,Број,Град Градишка,Ж,disabilities_T,2462
2013,Број,Град Дервента,Оба пола,disabilities_T,2529
2013,Број,Град Дервента,M,disabilities_T,1153
2013,Број,Град Дервента,Ж,disabilities_T,1376
2013,Број,Град Добој,Оба пола,disabilities_T,7404
2013,Број,Град Добој,M,disabilities_T,3292
2013,Број,Град Добој,Ж,disabilities_T,4112
2013,Број,Доњи Жабар,Оба пола,disabilities_T,313
2013,Број,Доњи Жабар,M,disabilities_T,146
2013,Број,Доњи Жабар,Ж,disabilities_T,167
2013,Број,Град Зворник,Оба пола,disabilities_T,4328
2013,Број,Град Зворник,M,disabilities_T,2027
2013,Број,Град Зворник,Ж,disabilities_T,2301
2013,Број,Источна Илиџа,Оба пола,disabilities_T,1025
2013,Број,Источна Илиџа,M,disabilities_T,464
2013,Број,Источна Илиџа,Ж,disabilities_T,561
2013,Број,Источни Дрвар,Оба пола,disabilities_T,9
2013,Број,Источни Дрвар,M,disabilities_T,5
2013,Број,Источни Дрвар,Ж,disabilities_T,4
2013,Број,Источни Мостар,Оба пола,disabilities_T,14
2013,Број,Источни Мостар,M,disabilities_T,4
2013,Број,Источни Мостар,Ж,disabilities_T,10
2013,Број,Источни Стари Град,Оба пола,disabilities_T,100
2013,Број,Источни Стари Град,M,disabilities_T,42
2013,Број,Источни Стари Град,Ж,disabilities_T,58
2013,Број,Источно Ново Сарајево,Оба пола,disabilities_T,611
2013,Број,Источно Ново Сарајево,M,disabilities_T,276
2013,Број,Источно Ново Сарајево,Ж,disabilities_T,335
2013,Број,Језеро,Оба пола,disabilities_T,80
2013,Број,Језеро,M,disabilities_T,37
2013,Број,Језеро,Ж,disabilities_T,43
2013,Број,Калиновик,Оба пола,disabilities_T,203
2013,Број,Калиновик,M,disabilities_T,88
2013,Број,Калиновик,Ж,disabilities_T,115
2013,Број,Кнежево,Оба пола,disabilities_T,933
2013,Број,Кнежево,M,disabilities_T,449
2013,Број,Кнежево,Ж,disabilities_T,484
2013,Број,Козарска Дубица,Оба пола,disabilities_T,2078
2013,Број,Козарска Дубица,M,disabilities_T,919
2013,Број,Козарска Дубица,Ж,disabilities_T,1159
2013,Број,Костајница,Оба пола,disabilities_T,475
2013,Број,Костајница,M,disabilities_T,216
2013,Број,Костајница,Ж,disabilities_T,259
2013,Број,Котор Варош,Оба пола,disabilities_T,1857
2013,Број,Котор Варош,M,disabilities_T,865
2013,Број,Котор Варош,Ж,disabilities_T,992
2013,Број,Крупа на Уни,Оба пола,disabilities_T,204
2013,Број,Крупа на Уни,M,disabilities_T,93
2013,Број,Крупа на Уни,Ж,disabilities_T,111
2013,Број,Купрес,Оба пола,disabilities_T,49
2013,Број,Купрес,M,disabilities_T,27
2013,Број,Купрес,Ж,disabilities_T,22
2013,Број,Лакташи,Оба пола,disabilities_T,2445
2013,Број,Лакташи,M,disabilities_T,1196
2013,Број,Лакташи,Ж,disabilities_T,1249
2013,Број,Лопаре,Оба пола,disabilities_T,1612
2013,Број,Лопаре,M,disabilities_T,791
2013,Број,Лопаре,Ж,disabilities_T,821
2013,Број,Љубиње,Оба пола,disabilities_T,197
2013,Број,Љубиње,M,disabilities_T,84
2013,Број,Љубиње,Ж,disabilities_T,113
2013,Број,Милићи,Оба пола,disabilities_T,860
2013,Број,Милићи,M,disabilities_T,392
2013,Број,Милићи,Ж,disabilities_T,468
2013,Број,Модрича,Оба пола,disabilities_T,2458
2013,Број,Модрича,M,disabilities_T,1119
2013,Број,Модрича,Ж,disabilities_T,1339
2013,Број,Мркоњић Град,Оба пола,disabilities_T,1300
2013,Број,Мркоњић Град,M,disabilities_T,602
2013,Број,Мркоњић Град,Ж,disabilities_T,698
2013,Број,Невесиње,Оба пола,disabilities_T,876
2013,Број,Невесиње,M,disabilities_T,379
2013,Број,Невесиње,Ж,disabilities_T,497
2013,Број,Нови Град,Оба пола,disabilities_T,2687
2013,Број,Нови Град,M,disabilities_T,1179
2013,Број,Нови Град,Ж,disabilities_T,1508
2013,Број,Ново Горажде,Оба пола,disabilities_T,206
2013,Број,Ново Горажде,M,disabilities_T,101
2013,Број,Ново Горажде,Ж,disabilities_T,105
2013,Број,Осмаци,Оба пола,disabilities_T,513
2013,Број,Осмаци,M,disabilities_T,234
2013,Број,Осмаци,Ж,disabilities_T,279
2013,Број,Оштра Лука,Оба пола,disabilities_T,394
2013,Број,Оштра Лука,M,disabilities_T,205
2013,Број,Оштра Лука,Ж,disabilities_T,189
2013,Број,Пале,Оба пола,disabilities_T,1289
2013,Број,Пале,M,disabilities_T,594
2013,Број,Пале,Ж,disabilities_T,695
2013,Број,Пелагићево,Оба пола,disabilities_T,688
2013,Број,Пелагићево,M,disabilities_T,299
2013,Број,Пелагићево,Ж,disabilities_T,389
2013,Број,Петровац,Оба пола,disabilities_T,16
2013,Број,Петровац,M,disabilities_T,6
2013,Број,Петровац,Ж,disabilities_T,10
2013,Број,Петрово,Оба пола,disabilities_T,944
2013,Број,Петрово,M,disabilities_T,399
2013,Број,Петрово,Ж,disabilities_T,545
2013,Број,Град Приједор,Оба пола,disabilities_T,7173
2013,Број,Град Приједор,M,disabilities_T,3333
2013,Број,Град Приједор,Ж,disabilities_T,3840
2013,Број,Прњавор,Оба пола,disabilities_T,3309
2013,Број,Прњавор,M,disabilities_T,1497
2013,Број,Прњавор,Ж,disabilities_T,1812
2013,Број,Рибник,Оба пола,disabilities_T,701
2013,Број,Рибник,M,disabilities_T,323
2013,Број,Рибник,Ж,disabilities_T,378
2013,Број,Рогатица,Оба пола,disabilities_T,1012
2013,Број,Рогатица,M,disabilities_T,464
2013,Број,Рогатица,Ж,disabilities_T,548
2013,Број,Рудо,Оба пола,disabilities_T,596
2013,Број,Рудо,M,disabilities_T,258
2013,Број,Рудо,Ж,disabilities_T,338
2013,Број,Соколац,Оба пола,disabilities_T,944
2013,Број,Соколац,M,disabilities_T,422
2013,Број,Соколац,Ж,disabilities_T,522
2013,Број,Србац,Оба пола,disabilities_T,1526
2013,Број,Србац,M,disabilities_T,714
2013,Број,Србац,Ж,disabilities_T,812
2013,Број,Сребреница,Оба пола,disabilities_T,1061
2013,Број,Сребреница,M,disabilities_T,447
2013,Број,Сребреница,Ж,disabilities_T,614
2013,Број,Теслић,Оба пола,disabilities_T,3562
2013,Број,Теслић,M,disabilities_T,1683
2013,Број,Теслић,Ж,disabilities_T,1879
2013,Број,Град Требиње,Оба пола,disabilities_T,1860
2013,Број,Град Требиње,M,disabilities_T,823
2013,Број,Град Требиње,Ж,disabilities_T,1037
2013,Број,Трново,Оба пола,disabilities_T,171
2013,Број,Трново,M,disabilities_T,70
2013,Број,Трново,Ж,disabilities_T,101
2013,Број,Угљевик,Оба пола,disabilities_T,1179
2013,Број,Угљевик,M,disabilities_T,532
2013,Број,Угљевик,Ж,disabilities_T,647
2013,Број,Фоча,Оба пола,disabilities_T,1473
2013,Број,Фоча,M,disabilities_T,725
2013,Број,Фоча,Ж,disabilities_T,748
2013,Број,Хан Пијесак,Оба пола,disabilities_T,269
2013,Број,Хан Пијесак,M,disabilities_T,99
2013,Број,Хан Пијесак,Ж,disabilities_T,170
2013,Број,Чајниче,Оба пола,disabilities_T,461
2013,Број,Чајниче,M,disabilities_T,208
2013,Број,Чајниче,Ж,disabilities_T,253
2013,Број,Челинац,Оба пола,disabilities_T,1672
2013,Број,Челинац,M,disabilities_T,800
2013,Број,Челинац,Ж,disabilities_T,872
2013,Број,Шамац,Оба пола,disabilities_T,1634
2013,Број,Шамац,M,disabilities_T,724
2013,Број,Шамац,Ж,disabilities_T,910
2013,Број,Шековићи,Оба пола,disabilities_T,595
2013,Број,Шековићи,M,disabilities_T,279
2013,Број,Шековићи,Ж,disabilities_T,316
2013,Број,Шипово,Оба пола,disabilities_T,843
2013,Број,Шипово,M,disabilities_T,391
2013,Број,Шипово,Ж,disabilities_T,452
2013,Број,Република Српска,Оба пола,eyesight,43020
2013,Број,Република Српска,M,eyesight,18052
2013,Број,Република Српска,Ж,eyesight,24968
2013,Број,Град Бања Лука,Оба пола,eyesight,5370
2013,Број,Град Бања Лука,M,eyesight,2232
2013,Број,Град Бања Лука,Ж,eyesight,3138
2013,Број,Берковићи,Оба пола,eyesight,73
2013,Број,Берковићи,M,eyesight,33
2013,Број,Берковићи,Ж,eyesight,40
2013,Број,Град Бијељина,Оба пола,eyesight,3450
2013,Број,Град Бијељина,M,eyesight,1424
2013,Број,Град Бијељина,Ж,eyesight,2026
2013,Број,Билећа,Оба пола,eyesight,375
2013,Број,Билећа,M,eyesight,159
2013,Број,Билећа,Ж,eyesight,216
2013,Број,Братунац,Оба пола,eyesight,791
2013,Број,Братунац,M,eyesight,328
2013,Број,Братунац,Ж,eyesight,463
2013,Број,Брод,Оба пола,eyesight,596
2013,Број,Брод,M,eyesight,252
2013,Број,Брод,Ж,eyesight,344
2013,Број,Вишеград,Оба пола,eyesight,409
2013,Број,Вишеград,M,eyesight,162
2013,Број,Вишеград,Ж,eyesight,247
2013,Број,Власеница,Оба пола,eyesight,372
2013,Број,Власеница,M,eyesight,171
2013,Број,Власеница,Ж,eyesight,201
2013,Број,Вукосавље,Оба пола,eyesight,157
2013,Број,Вукосавље,M,eyesight,74
2013,Број,Вукосавље,Ж,eyesight,83
2013,Број,Гацко,Оба пола,eyesight,245
2013,Број,Гацко,M,eyesight,107
2013,Број,Гацко,Ж,eyesight,138
2013,Број,Град Градишка,Оба пола,eyesight,1881
2013,Број,Град Градишка,M,eyesight,754
2013,Број,Град Градишка,Ж,eyesight,1127
2013,Број,Град Дервента,Оба пола,eyesight,1172
2013,Број,Град Дервента,M,eyesight,476
2013,Број,Град Дервента,Ж,eyesight,696
2013,Број,Град Добој,Оба пола,eyesight,3265
2013,Број,Град Добој,M,eyesight,1332
2013,Број,Град Добој,Ж,eyesight,1933
2013,Број,Доњи Жабар,Оба пола,eyesight,122
2013,Број,Доњи Жабар,M,eyesight,50
2013,Број,Доњи Жабар,Ж,eyesight,72
2013,Број,Град Зворник,Оба пола,eyesight,1920
2013,Број,Град Зворник,M,eyesight,842
2013,Број,Град Зворник,Ж,eyesight,1078
2013,Број,Источна Илиџа,Оба пола,eyesight,423
2013,Број,Источна Илиџа,M,eyesight,183
2013,Број,Источна Илиџа,Ж,eyesight,240
2013,Број,Источни Дрвар,Оба пола,eyesight,5
2013,Број,Источни Дрвар,M,eyesight,2
2013,Број,Источни Дрвар,Ж,eyesight,3
2013,Број,Источни Мостар,Оба пола,eyesight,9
2013,Број,Источни Мостар,M,eyesight,3
2013,Број,Источни Мостар,Ж,eyesight,6
2013,Број,Источни Стари Град,Оба пола,eyesight,49
2013,Број,Источни Стари Град,M,eyesight,22
2013,Број,Источни Стари Град,Ж,eyesight,27
2013,Број,Источно Ново Сарајево,Оба пола,eyesight,255
2013,Број,Источно Ново Сарајево,M,eyesight,90
2013,Број,Источно Ново Сарајево,Ж,eyesight,165
2013,Број,Језеро,Оба пола,eyesight,44
2013,Број,Језеро,M,eyesight,18
2013,Број,Језеро,Ж,eyesight,26
2013,Број,Калиновик,Оба пола,eyesight,87
2013,Број,Калиновик,M,eyesight,35
2013,Број,Калиновик,Ж,eyesight,52
2013,Број,Кнежево,Оба пола,eyesight,355
2013,Број,Кнежево,M,eyesight,159
2013,Број,Кнежево,Ж,eyesight,196
2013,Број,Козарска Дубица,Оба пола,eyesight,788
2013,Број,Козарска Дубица,M,eyesight,329
2013,Број,Козарска Дубица,Ж,eyesight,459
2013,Број,Костајница,Оба пола,eyesight,226
2013,Број,Костајница,M,eyesight,104
2013,Број,Костајница,Ж,eyesight,122
2013,Број,Котор Варош,Оба пола,eyesight,894
2013,Број,Котор Варош,M,eyesight,374
2013,Број,Котор Варош,Ж,eyesight,520
2013,Број,Крупа на Уни,Оба пола,eyesight,98
2013,Број,Крупа на Уни,M,eyesight,47
2013,Број,Крупа на Уни,Ж,eyesight,51
2013,Број,Купрес,Оба пола,eyesight,12
2013,Број,Купрес,M,eyesight,8
2013,Број,Купрес,Ж,eyesight,4
2013,Број,Лакташи,Оба пола,eyesight,1042
2013,Број,Лакташи,M,eyesight,460
2013,Број,Лакташи,Ж,eyesight,582
2013,Број,Лопаре,Оба пола,eyesight,691
2013,Број,Лопаре,M,eyesight,297
2013,Број,Лопаре,Ж,eyesight,394
2013,Број,Љубиње,Оба пола,eyesight,82
2013,Број,Љубиње,M,eyesight,36
2013,Број,Љубиње,Ж,eyesight,46
2013,Број,Милићи,Оба пола,eyesight,390
2013,Број,Милићи,M,eyesight,165
2013,Број,Милићи,Ж,eyesight,225
2013,Број,Модрича,Оба пола,eyesight,990
2013,Број,Модрича,M,eyesight,443
2013,Број,Модрича,Ж,eyesight,547
2013,Број,Мркоњић Град,Оба пола,eyesight,524
2013,Број,Мркоњић Град,M,eyesight,227
2013,Број,Мркоњић Град,Ж,eyesight,297
2013,Број,Невесиње,Оба пола,eyesight,401
2013,Број,Невесиње,M,eyesight,187
2013,Број,Невесиње,Ж,eyesight,214
2013,Број,Нови Град,Оба пола,eyesight,1236
2013,Број,Нови Град,M,eyesight,483
2013,Број,Нови Град,Ж,eyesight,753
2013,Број,Ново Горажде,Оба пола,eyesight,86
2013,Број,Ново Горажде,M,eyesight,35
2013,Број,Ново Горажде,Ж,eyesight,51
2013,Број,Осмаци,Оба пола,eyesight,243
2013,Број,Осмаци,M,eyesight,102
2013,Број,Осмаци,Ж,eyesight,141
2013,Број,Оштра Лука,Оба пола,eyesight,176
2013,Број,Оштра Лука,M,eyesight,88
2013,Број,Оштра Лука,Ж,eyesight,88
2013,Број,Пале,Оба пола,eyesight,492
2013,Број,Пале,M,eyesight,213
2013,Број,Пале,Ж,eyesight,279
2013,Број,Пелагићево,Оба пола,eyesight,310
2013,Број,Пелагићево,M,eyesight,132
2013,Број,Пелагићево,Ж,eyesight,178
2013,Број,Петровац,Оба пола,eyesight,6
2013,Број,Петровац,M,eyesight,2
2013,Број,Петровац,Ж,eyesight,4
2013,Број,Петрово,Оба пола,eyesight,433
2013,Број,Петрово,M,eyesight,178
2013,Број,Петрово,Ж,eyesight,255
2013,Број,Град Приједор,Оба пола,eyesight,2857
2013,Број,Град Приједор,M,eyesight,1209
2013,Број,Град Приједор,Ж,eyesight,1648
2013,Број,Прњавор,Оба пола,eyesight,1364
2013,Број,Прњавор,M,eyesight,564
2013,Број,Прњавор,Ж,eyesight,800
2013,Број,Рибник,Оба пола,eyesight,293
2013,Број,Рибник,M,eyesight,137
2013,Број,Рибник,Ж,eyesight,156
2013,Број,Рогатица,Оба пола,eyesight,418
2013,Број,Рогатица,M,eyesight,174
2013,Број,Рогатица,Ж,eyesight,244
2013,Број,Рудо,Оба пола,eyesight,231
2013,Број,Рудо,M,eyesight,98
2013,Број,Рудо,Ж,eyesight,133
2013,Број,Соколац,Оба пола,eyesight,368
2013,Број,Соколац,M,eyesight,161
2013,Број,Соколац,Ж,eyesight,207
2013,Број,Србац,Оба пола,eyesight,684
2013,Број,Србац,M,eyesight,291
2013,Број,Србац,Ж,eyesight,393
2013,Број,Сребреница,Оба пола,eyesight,487
2013,Број,Сребреница,M,eyesight,176
2013,Број,Сребреница,Ж,eyesight,311
2013,Број,Теслић,Оба пола,eyesight,1451
2013,Број,Теслић,M,eyesight,633
2013,Број,Теслић,Ж,eyesight,818
2013,Број,Град Требиње,Оба пола,eyesight,736
2013,Број,Град Требиње,M,eyesight,297
2013,Број,Град Требиње,Ж,eyesight,439
2013,Број,Трново,Оба пола,eyesight,62
2013,Број,Трново,M,eyesight,25
2013,Број,Трново,Ж,eyesight,37
2013,Број,Угљевик,Оба пола,eyesight,488
2013,Број,Угљевик,M,eyesight,202
2013,Број,Угљевик,Ж,eyesight,286
2013,Број,Фоча,Оба пола,eyesight,605
2013,Број,Фоча,M,eyesight,263
2013,Број,Фоча,Ж,eyesight,342
2013,Број,Хан Пијесак,Оба пола,eyesight,102
2013,Број,Хан Пијесак,M,eyesight,36
2013,Број,Хан Пијесак,Ж,eyesight,66
2013,Број,Чајниче,Оба пола,eyesight,219
2013,Број,Чајниче,M,eyesight,93
2013,Број,Чајниче,Ж,eyesight,126
2013,Број,Челинац,Оба пола,eyesight,752
2013,Број,Челинац,M,eyesight,313
2013,Број,Челинац,Ж,eyesight,439
2013,Број,Шамац,Оба пола,eyesight,679
2013,Број,Шамац,M,eyesight,277
2013,Број,Шамац,Ж,eyesight,402
2013,Број,Шековићи,Оба пола,eyesight,307
2013,Број,Шековићи,M,eyesight,130
2013,Број,Шековићи,Ж,eyesight,177
2013,Број,Шипово,Оба пола,eyesight,372
2013,Број,Шипово,M,eyesight,155
2013,Број,Шипово,Ж,eyesight,217
2013,Број,Република Српска,Оба пола,hearing,26055
2013,Број,Република Српска,M,hearing,12971
2013,Број,Република Српска,Ж,hearing,13084
2013,Број,Град Бања Лука,Оба пола,hearing,3262
